Fe,Si,C,Al,B,P,Ga,Ge,Cu,Ag,Au,Ti,V,Cr,Zr,Nb,Mo,Hf,W,TA,tA,ln(Ribbon Thickness (μm))
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,830,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,880,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,900,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,935,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,970,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1000,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,725,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,750,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,795,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,830,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,880,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,900,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,935,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,975,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1000,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,450,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,504,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,592,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,660,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,760,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,798,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,835,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,593,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,657,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,763,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,797,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,831,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,864,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,453,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,501,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,582,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,657,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,751,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,796,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,827,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,869,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,929,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,992,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,582,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,655,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,751,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,797,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,827,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,863,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,930,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,995,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,457,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,499,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,587,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,655,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,747,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,795,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,819,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,869,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,930,3600,3.80666249
85,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,996,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,591,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,653,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,753,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,799,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,827,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,870,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,929,3600,3.80666249
79,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,993,3600,3.80666249
90,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,873,3600,2.995732274
87.5,2.5,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,873,3600,2.995732274
86,4,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,873,3600,2.995732274
85,5,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,873,3600,2.995732274
82.5,7.5,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,873,3600,2.995732274
80,10,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,873,3600,2.995732274
90,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,823,3600,2.995732274
87.5,2.5,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,823,3600,2.995732274
86,4,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,823,3600,2.995732274
85,5,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,823,3600,2.995732274
82.5,7.5,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,823,3600,2.995732274
80,10,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,823,3600,2.995732274
86,4,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,716,3600,2.995732274
86,4,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,774,3600,2.995732274
86,4,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,826,3600,2.995732274
86,4,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,872,3600,2.995732274
86,4,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,925,3600,2.995732274
86,4,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,976,3600,2.995732274
87,4,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,717,3600,2.995732274
87,4,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,774,3600,2.995732274
87,4,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,826,3600,2.995732274
87,4,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,871,3600,2.995732274
87,4,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,925,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,3.401197382
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,3.401197382
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,773,3600,3.401197382
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,793,3600,3.401197382
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,3,0,0,0,803,3600,3.401197382
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,753,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,773,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,793,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,813,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,833,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,853,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,873,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,753,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,773,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,793,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,813,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,833,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,873,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,1.5,1.5,0,0,753,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,1.5,1.5,0,0,773,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,1.5,1.5,0,0,793,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,1.5,1.5,0,0,813,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,1.5,1.5,0,0,833,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,1.5,1.5,0,0,873,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,753,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,773,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,793,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,813,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,833,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,853,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,873,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,753,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,773,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,793,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,813,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,833,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,873,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,1.5,1.5,0,0,753,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,1.5,1.5,0,0,773,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,1.5,1.5,0,0,793,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,1.5,1.5,0,0,813,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,1.5,1.5,0,0,833,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,1.5,1.5,0,0,873,3600,2.995732274
74.5,13.5,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,823,3600,2.995732274
74,13.5,0,0,9,0,0,0,0.5,0,0,0,0,0,0,3,0,0,0,823,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,823,3600,2.995732274
73,13.5,0,0,9,0,0,0,1.5,0,0,0,0,0,0,3,0,0,0,823,3600,2.995732274
75.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,298,0,2.995732274
74.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,2,0,0,0,298,0,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
71.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,5,0,0,0,298,0,2.995732274
69.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,7,0,0,0,298,0,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,3,0,0,0,0,0,0,0,298,0,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,3,0,0,0,0,0,298,0,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,3,0,0,0,0,298,0,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,298,0,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,298,0,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,298,0,2.995732274
73.5,0,0,0,22.5,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,2.5,0,0,20,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,4.5,0,0,18,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,7.5,0,0,15,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,10.5,0,0,12,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,12.5,0,0,10,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,14.5,0,0,8,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,15.5,0,0,7,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,16.5,0,0,6,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,17.5,0,0,5,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,18.5,0,0,4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,19.5,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,20.5,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,21.5,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,22.5,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,723,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,743,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,773,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,803,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,813,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,823,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,843,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,853,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,863,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,873,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,883,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,893,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,903,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,923,3600,2.995732274
77,11,0,0,9,0,0,0,0.3,0,0,0,0,0,0,2.7,0,0,0,298,0,2.995732274
77,11,0,0,9,0,0,0,0.4,0,0,0,0,0,0,2.6,0,0,0,298,0,2.995732274
77,11,0,0,9,0,0,0,0.5,0,0,0,0,0,0,2.5,0,0,0,298,0,2.995732274
77,11,0,0,9,0,0,0,0.6,0,0,0,0,0,0,2.4,0,0,0,298,0,2.995732274
77,11,0,0,9,0,0,0,0.7,0,0,0,0,0,0,2.3,0,0,0,298,0,2.995732274
77,11,0,0,9,0,0,0,0.8,0,0,0,0,0,0,2.2,0,0,0,298,0,2.995732274
77,11,0,0,9,0,0,0,1,0,0,0,0,0,0,2,0,0,0,298,0,2.995732274
77,11,0,0,9,0,0,0,1.2,0,0,0,0,0,0,1.8,0,0,0,298,0,2.995732274
77,11,0,0,9,0,0,0,1.5,0,0,0,0,0,0,1.5,0,0,0,298,0,2.995732274
77,11,0,0,9,0,0,0,0.6,0,0,0,0,0,0,2.4,0,0,0,298,0,2.890371758
76.9,11,0,0,9,0,0,0,0.6,0,0,0,0,0,0,2.5,0,0,0,298,0,2.890371758
77,11,0,0,9,0,0,0,1,0,0,0,0,0,0,2,0,0,0,298,0,2.890371758
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,2.890371758
63.5,13.5,0,0,9,0,0,0,1,0,0,0,0,10,0,3,0,0,0,775,3600,3.218875825
63.5,13.5,0,0,9,0,0,0,1,0,0,0,0,10,0,3,0,0,0,800,3600,3.218875825
63.5,13.5,0,0,9,0,0,0,1,0,0,0,0,10,0,3,0,0,0,825,3600,3.218875825
63.5,13.5,0,0,9,0,0,0,1,0,0,0,0,10,0,3,0,0,0,875,3600,3.218875825
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,3.135494216
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,723,3600,3.135494216
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,773,3600,3.135494216
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,798,3600,3.135494216
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,823,3600,3.135494216
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,848,3600,3.135494216
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,923,3600,3.135494216
86,0,0,0,6,0,0,0,1,0,0,0,0,0,7,0,0,0,0,823,3600,3.135494216
86,0,0,0,6,0,0,0,1,0,0,0,0,0,7,0,0,0,0,873,3600,3.135494216
86,0,0,0,6,0,0,0,1,0,0,0,0,0,7,0,0,0,0,923,3600,3.135494216
86,0,0,0,6,0,0,0,1,0,0,0,0,0,7,0,0,0,0,973,3600,3.135494216
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,813,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,793,3600,2.995732274
69.5,13.5,0,4,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,793,3600,2.995732274
68.5,13.5,0,5,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,793,3600,2.995732274
67,13.5,0,6.5,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,793,3600,2.995732274
65.5,13.5,0,8,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,793,3600,2.995732274
63.5,13.5,0,10,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,793,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,753,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,773,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,793,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,813,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,823,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,833,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,853,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,873,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,753,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,773,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,793,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,813,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,823,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,833,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,853,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,873,3600,2.995732274
69.5,13.5,0,4,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,753,3600,2.995732274
69.5,13.5,0,4,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,773,3600,2.995732274
69.5,13.5,0,4,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,793,3600,2.995732274
69.5,13.5,0,4,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,813,3600,2.995732274
69.5,13.5,0,4,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,823,3600,2.995732274
69.5,13.5,0,4,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,833,3600,2.995732274
69.5,13.5,0,4,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,853,3600,2.995732274
67.5,13.5,0,6,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,753,3600,2.995732274
67.5,13.5,0,6,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,773,3600,2.995732274
67.5,13.5,0,6,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,793,3600,2.995732274
67.5,13.5,0,6,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,813,3600,2.995732274
67.5,13.5,0,6,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,823,3600,2.995732274
67.5,13.5,0,6,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,833,3600,2.995732274
67.5,13.5,0,6,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,853,3600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,813,3600,2.995732274
71.5,13.5,0,2,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,793,3600,2.995732274
69.5,13.5,0,4,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,793,3600,2.995732274
67.5,13.5,0,6,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,793,3600,2.995732274
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,298,0,3.401197382
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,723,3600,3.401197382
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,763,3600,3.401197382
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,803,3600,3.401197382
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,843,3600,3.401197382
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,883,3600,3.401197382
80.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,923,3600,3.401197382
87,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,723,3600,3.401197382
87,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,803,3600,3.401197382
87,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,853,3600,3.401197382
87,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,923,3600,3.401197382
73,15.8,0,0,7.2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,298,0,3.17805383
73,15.8,0,0,7.2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,693,1800,3.17805383
73,15.8,0,0,7.2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,723,1800,3.17805383
73,15.8,0,0,7.2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,753,1800,3.17805383
73,15.8,0,0,7.2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,773,1800,3.17805383
73,15.8,0,0,7.2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,79,1800,3.17805383
73,15.8,0,0,7.2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,813,1800,3.17805383
73,15.8,0,0,7.2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,973,1800,3.17805383
73,15.8,0,0,7.2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1023,1800,3.17805383
73,15.8,0,0,7.2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1113,1800,3.17805383
73.6,15.8,0,0,7.2,0,0,0,1,0,0,0,0,0,0,2.4,0,0,0,298,0,3.258096538
73.6,15.8,0,0,7.2,0,0,0,1,0,0,0,0,0,0,2.4,0,0,0,693,1800,3.258096538
